ID|FirstRegistrationAge|LastRegistrationAge|TotalNoRecords|AverageNoRecords
1234|0|1|12|
1235|8|9|1|
1236|5|5|7|7
1237|9|10|1|
1238|0|1|17|
1239|6|7|3|
1240|1|1|9|9
1241|6|1|210|35
1242|2|1|13|6.5
1243|4|2|48|16
1244|8|7|13|6.5
1245|6|6|3|3
1246|10|11|2|
1247|12|13|3|
1248|1|1|11|11
1249|9|1|79|8.7777777777778
1250|5|4|6|3
1251|6|6|10|10
1252|12|3|5|0.5
1253|12|13|1|
1254|8|8|5|5
1255|5|1|47|9.4
1256|3|1|37|12.333333333333
1257|1|1|21|21
1258|9|3|3|0.42857142857143
1259|4|1|12|3
1260|8|7|6|3
1261|7|6|17|8.5
1262|12|13|1|
1263|10|1|80|8
1264|5|5|7|7
1265|5|1|47|9.4
1266|6|6|18|18
1267|12|13|2|
1268|10|8|15|5
1269|5|1|90|18
1270|3|2|24|12
1271|9|9|9|9
1272|3|1|62|20.666666666667
1273|6|1|186|31
1274|9|2|2|0.25
1275|7|5|17|5.6666666666667
1276|10|6|7|1.4
1277|3|4|7|
1278|6|6|10|10
1279|10|10|3|3
1280|8|1|43|5.375
1281|4|3|8|4
1282|5|5|11|11
1283|1|1|13|13
1284|12|1|36|3
1285|8|8|3|3
1286|5|4|23|11.5
1287|6|2|74|14.8
1288|10|10|2|2
1289|7|1|74|10.571428571429
1290|7|7|6|6
1291|12|9|2|0.5
1292|9|7|15|5
1293|9|5|17|3.4
1294|6|3|37|9.25
1295|12|1|73|6.0833333333333
1296|12|5|10|1.25
1297|5|1|28|5.6
1298|12|13|1|
1299|12|13|5|
1300|10|6|6|1.2
1301|5|6|9|
1302|9|9|5|5
1303|9|5|10|2
1304|9|10|2|
1305|8|8|4|4
1306|12|1|28|2.3333333333333
1307|7|7|6|6
1308|9|8|5|2.5
1309|4|5|5|
1310|12|13|1|
1311|3|2|12|6
1312|8|9|1|
1313|3|2|29|14.5
1314|1|1|17|17
1315|9|10|1|
1316|9|9|4|4
1317|1|2|1|
1318|9|7|18|6
1319|9|3|61|8.7142857142857
1320|8|1|71|8.875
1321|9|10|1|
1322|7|6|8|4
1323|1|1|5|5
1324|12|13|4|
1325|6|1|43|7.1666666666667
1326|8|9|12|
1327|10|11|1|
1328|1|1|8|8
1329|2|3|7|
1330|3|1|9|3
1331|12|13|2|
1332|10|11|1|
1333|9|9|3|3
1334|6|5|14|7
1335|12|13|1|
1336|5|6|3|
1337|10|11|1|
1338|9|10|1|
1339|9|10|1|
1340|4|5|7|
1341|3|2|13|6.5
1342|0|1|13|
1343|6|4|38|12.666666666667
1344|8|7|23|11.5
1345|4|1|31|7.75
1346|12|13|4|
1347|1|1|15|15
1348|8|1|54|6.75
1349|9|6|35|8.75
1350|10|6|17|3.4
1351|7|6|9|4.5
1352|5|5|18|18
1353|12|13|3|
1354|7|1|63|9
1355|12|8|22|4.4
1356|4|1|61|15.25
1357|0|1|4|
1358|2|1|11|5.5
1359|3|3|21|21
1360|5|1|77|15.4
1361|8|9|5|
1362|5|5|15|15
1363|10|1|83|8.3
1364|5|5|5|5
1365|10|1|12|1.2
1366|8|8|7|7
1367|1|1|13|13
1368|10|10|4|4
1369|7|1|26|3.7142857142857
1370|3|2|25|12.5
1371|3|3|13|13
1372|2|1|17|8.5
1373|10|9|2|1
1374|6|5|15|7.5
1375|5|1|21|4.2
1376|9|9|8|8
1377|4|1|126|31.5
1378|6|7|3|
1379|5|5|20|20
1380|5|5|9|9
1381|8|1|168|21
1382|8|8|25|25
1383|8|3|58|9.6666666666667
1384|12|1|39|3.25
1385|9|10|1|
1386|10|4|24|3.4285714285714
1387|5|5|17|17
1388|8|7|11|5.5
1389|1|1|14|14
1390|7|1|137|19.571428571429
1391|5|1|51|10.2
1392|10|11|1|
1393|9|10|3|
1394|12|13|2|
1395|4|3|20|10
1396|12|13|5|
1397|6|4|14|4.6666666666667
1398|4|4|12|12
1399|3|1|156|52
1400|9|1|122|13.555555555556
1401|8|8|8|8
1402|10|8|9|3
1403|7|7|5|5
1404|7|1|24|3.4285714285714
1405|7|7|9|9
1406|7|6|14|7
1407|8|8|9|9
1408|10|9|6|3
1409|12|1|51|4.25
1410|8|7|11|5.5
1411|9|3|42|6
1412|4|1|70|17.5
1413|9|9|4|4
1414|0|1|66|
1415|6|1|43|7.1666666666667
1416|10|6|22|4.4
1417|10|1|30|3
1418|9|8|7|3.5
1419|10|9|10|5
1420|6|6|7|7
1421|12|10|3|1
1422|0|1|13|
1423|10|9|5|2.5
1424|4|4|9|9
1425|9|4|6|1
1426|1|1|11|11
1427|9|8|8|4
1428|8|7|11|5.5
1429|12|5|8|1
1430|10|11|1|
1431|10|11|1|
1432|8|7|8|4
1433|2|1|34|17
1434|8|7|6|3
1435|6|6|5|5
1436|8|8|4|4
1437|6|6|5|5
1438|12|11|4|2
1439|5|6|4|
1440|2|1|15|7.5
1441|6|6|9|9
1442|12|13|1|
1443|7|4|20|5
1444|12|10|5|1.6666666666667
1445|12|4|34|3.7777777777778
1446|9|10|2|
1447|9|1|118|13.111111111111
1448|4|5|8|
1449|8|1|94|11.75
1450|5|5|5|5
1451|7|1|245|35
1452|9|10|6|
1453|2|2|17|17
1454|6|6|11|11
1455|9|9|3|3
1456|6|2|26|5.2
1457|12|8|19|3.8
1458|5|4|14|7
1459|7|5|27|9
1460|7|1|77|11
1461|8|8|8|8
1462|6|4|27|9
1463|5|5|10|10
1464|12|13|1|
1465|6|7|6|
1466|3|1|35|11.666666666667
1467|8|7|18|9
1468|2|1|26|13
1469|6|1|168|28
1470|1|1|17|17
1471|6|6|13|13
1472|4|1|38|9.5
1473|5|1|86|17.2
1474|1|1|13|13
1475|8|8|4|4
1476|5|6|6|
1477|1|2|1|
1478|9|9|5|5
1479|6|7|16|
1480|10|10|2|2
1481|10|5|42|7
1482|4|4|6|6
1483|3|2|27|13.5
1484|12|13|2|
1485|4|3|11|5.5
1486|8|8|6|6
1487|2|1|22|11
1488|10|9|3|1.5
1489|12|11|2|1
1490|6|6|5|5
1491|2|2|13|13
1492|10|9|7|3.5
1493|5|5|17|17
1494|12|13|4|
1495|5|1|37|7.4
1496|6|5|18|9
1497|3|1|30|10
1498|10|11|1|
1499|10|8|6|2
1500|5|6|8|
1501|6|6|7|7
1502|12|13|3|
1503|12|9|7|1.75
1504|1|1|18|18
1505|4|4|11|11
1506|6|6|4|4
1507|12|13|2|
1508|8|9|1|
1509|9|9|3|3
1510|2|1|15|7.5
1511|4|5|9|
1512|9|9|3|3
1513|0|1|1|
1514|9|2|3|0.375
1515|5|6|9|
1516|1|1|21|21
1517|7|7|14|14
1518|0|1|3|
1519|6|7|3|
1520|12|13|1|
1521|8|7|9|4.5
1522|5|2|39|9.75
1523|10|8|5|1.6666666666667
1524|7|1|25|3.5714285714286
1525|12|10|3|1
1526|12|13|1|
1527|8|7|15|7.5
1528|8|8|14|14
1529|12|13|2|
1530|7|7|6|6
1531|5|5|7|7
1532|4|1|22|5.5
1533|10|10|2|2
1534|6|7|5|
1535|10|11|1|
1536|10|10|4|4
1537|9|8|5|2.5
1538|7|7|8|8
1539|7|7|9|9
1540|6|6|5|5
1541|7|7|7|7
1542|1|1|15|15
1543|4|4|7|7
1544|1|1|19|19
1545|4|4|11|11
1546|12|1|46|3.8333333333333
1547|4|4|4|4
1548|12|10|5|1.6666666666667
1549|12|10|3|1
1550|0|1|1|
1551|3|3|15|15
1552|4|4|10|10
1553|12|13|1|
1554|10|11|1|
1555|4|1|40|10
1556|5|1|54|10.8
1557|4|1|22|5.5
1558|2|1|40|20
1559|1|1|17|17
1560|6|6|9|9
1561|4|4|10|10
1562|5|6|6|
1563|7|1|27|3.8571428571429
1564|9|8|9|4.5
1565|4|5|6|
1566|4|1|34|8.5
1567|5|5|20|20
1568|12|2|23|2.0909090909091
1569|12|6|6|0.85714285714286
1570|4|1|43|10.75
1571|3|2|13|6.5
1572|12|13|1|
1573|9|4|51|8.5
1574|6|1|78|13
1575|9|1|32|3.5555555555556
1576|5|5|14|14
1577|7|5|9|3
1578|2|2|11|11
1579|7|7|16|16
1580|7|7|7|7
1581|2|2|11|11
1582|12|13|3|
1583|1|1|18|18
1584|9|9|3|3
1585|7|5|30|10
1586|6|6|11|11
1587|6|4|14|4.6666666666667
1588|12|13|1|
1589|8|7|9|4.5
1590|5|6|14|
1591|1|1|22|22
1592|10|8|15|5
1593|4|1|12|3
1594|4|5|4|
1595|6|6|8|8
1596|9|10|1|
1597|9|4|7|1.1666666666667
1598|10|8|4|1.3333333333333
1599|12|1|87|7.25
1600|4|5|4|
1601|6|6|6|6
1602|4|1|61|15.25
1603|10|5|6|1
1604|5|6|6|
1605|10|6|30|6
1606|3|3|9|9
1607|12|13|1|
1608|6|6|7|7
1609|2|1|18|9
1610|7|4|9|2.25
1611|1|2|7|
1612|5|5|11|11
1613|9|10|1|
1614|12|13|1|
1615|7|7|4|4
1616|3|1|121|40.333333333333
1617|9|8|5|2.5
1618|5|5|14|14
1619|12|5|33|4.125
1620|4|4|10|10
1621|8|7|14|7
1622|12|13|1|
1623|5|5|11|11
1624|2|2|5|5
1625|4|1|161|40.25
1626|6|7|5|
1627|7|8|6|
1628|4|4|4|4
1629|9|10|1|
1630|4|1|73|18.25
1631|9|8|6|3
1632|0|1|1|
1633|1|1|4|4
1634|10|11|1|
1635|4|5|4|
1636|4|1|56|14
1637|6|1|219|36.5
1638|6|5|31|15.5
1639|3|1|43|14.333333333333
1640|4|4|11|11
1641|5|4|25|12.5
1642|12|1|38|3.1666666666667
1643|9|4|18|3
1644|6|7|3|
1645|3|2|11|5.5
1646|1|1|20|20
1647|9|8|9|4.5
1648|7|6|49|24.5
1649|10|11|3|
1650|12|9|5|1.25
1651|7|2|9|1.5
1652|6|4|5|1.6666666666667
1653|12|10|3|1
1654|10|1|30|3
1655|6|1|95|15.833333333333
1656|6|6|4|4
1657|1|1|17|17
1658|5|1|53|10.6
1659|12|8|6|1.2
1660|7|8|1|
1661|2|2|7|7
1662|9|10|6|
1663|9|7|3|1
1664|0|1|7|
1665|1|1|12|12
1666|10|4|10|1.4285714285714
1667|12|13|7|
1668|12|13|3|
1669|12|13|1|
1670|10|9|8|4
1671|7|8|22|
1672|12|11|8|4
1673|10|8|3|1
1674|8|6|14|4.6666666666667
1675|9|10|1|
1676|3|1|51|17
1677|5|4|20|10
1678|5|6|15|
1679|10|10|3|3
1680|6|1|39|6.5
1681|1|1|10|10
1682|1|2|38|
1683|10|8|9|3
1684|0|1|19|
1685|9|9|3|3
1686|12|13|3|
1687|1|1|13|13
1688|12|1|134|11.166666666667
1689|5|6|6|
1690|12|6|7|1
1691|9|8|9|4.5
1692|4|1|42|10.5
1693|7|8|1|
1694|9|9|6|6
1695|12|8|6|1.2
1696|12|13|2|
1697|4|4|16|16
1698|2|2|14|14
1699|1|1|30|30
1700|2|3|10|
1701|7|7|5|5
1702|8|9|5|
1703|6|3|16|4
1704|10|10|2|2
1705|0|1|10|
1706|2|2|13|13
1707|7|6|22|11
1708|10|11|1|
1709|5|5|4|4
1710|9|10|1|
1711|12|13|4|
1712|8|1|57|7.125
1713|8|9|5|
1714|7|6|8|4
1715|6|4|72|24
1716|10|11|1|
1717|9|10|1|
1718|4|1|97|24.25
1719|12|8|2|0.4
1720|7|4|28|7
1721|6|5|11|5.5
1722|7|8|1|
1723|5|6|10|
1724|12|13|1|
1725|2|2|32|32
1726|3|2|15|7.5
1727|9|8|8|4
1728|12|3|24|2.4
1729|10|10|2|2
1730|10|6|11|2.2
1731|4|5|8|
1732|0|1|6|
1733|4|4|12|12
1734|8|7|7|3.5
1735|1|1|14|14
1736|3|1|72|24
1737|10|4|2|0.28571428571429
1738|7|6|16|8
1739|9|1|37|4.1111111111111
1740|12|11|3|1.5
1741|1|2|11|
1742|10|11|1|
1743|4|3|9|4.5
1744|5|1|19|3.8
1745|0|1|11|
1746|10|4|2|0.28571428571429
1747|5|5|6|6
1748|0|1|6|
1749|8|8|10|10
1750|7|3|38|7.6
1751|9|7|31|10.333333333333
1752|2|1|14|7
1753|3|4|1|
1754|4|5|8|
1755|7|7|11|11
1756|5|2|46|11.5
1757|7|7|9|9
1758|3|1|33|11
1759|6|6|6|6
1760|12|13|1|
1761|10|10|2|2
1762|5|5|8|8
1763|10|11|2|
1764|5|6|5|
1765|7|7|4|4
1766|5|6|7|
1767|1|2|1|
1768|5|1|163|32.6
1769|9|9|3|3
1770|12|13|2|
1771|12|13|1|
1772|9|9|5|5
1773|2|1|10|5
1774|1|1|23|23
1775|4|4|9|9
1776|6|1|59|9.8333333333333
1777|1|2|1|
1778|2|2|14|14
1779|12|13|1|
1780|12|13|1|
1781|9|10|1|
1782|6|5|13|6.5
1783|12|10|6|2
1784|5|5|10|10
1785|3|4|9|
1786|7|4|7|1.75
1787|12|13|2|
1788|7|5|11|3.6666666666667
1789|10|11|1|
1790|7|6|46|23
1791|10|10|2|2
1792|6|1|100|16.666666666667
1793|1|1|11|11
1794|7|7|10|10
1795|3|2|13|6.5
1796|8|6|9|3
1797|8|9|2|
1798|6|3|16|4
1799|9|10|1|
1800|9|10|4|
1801|12|13|2|
1802|1|1|24|24
1803|9|8|11|5.5
1804|5|5|9|9
1805|2|2|9|9
1806|4|5|11|
1807|5|5|8|8
1808|5|1|47|9.4
1809|10|11|1|
1810|10|7|8|2
1811|6|6|3|3
1812|3|2|14|7
1813|10|11|1|
1814|12|10|2|0.66666666666667
1815|12|9|7|1.75
1816|9|9|6|6
1817|7|8|3|
1818|10|11|1|
1819|4|1|34|8.5
1820|0|1|6|
1821|9|7|8|2.6666666666667
1822|4|5|8|
1823|8|8|2|2
1824|5|5|27|27
1825|12|11|2|1
1826|9|1|16|1.7777777777778
1827|4|1|28|7
1828|12|13|1|
1829|9|7|4|1.3333333333333
1830|5|6|10|
1831|6|6|6|6
1832|4|5|5|
1833|12|13|1|
1834|7|5|5|1.6666666666667
1835|6|5|12|6
1836|12|13|4|
1837|9|5|28|5.6
1838|6|6|9|9
1839|2|2|12|12
1840|4|5|4|
1841|5|6|6|
1842|9|9|4|4
1843|10|7|7|1.75
1844|2|2|10|10
1845|3|3|10|10
1846|1|1|5|5
1847|1|2|3|
1848|4|5|5|
1849|10|4|5|0.71428571428571
1850|9|9|9|9
1851|2|2|15|15
1852|5|6|4|
1853|4|3|3|1.5
1854|7|7|15|15
1855|9|9|3|3
1856|10|10|2|2
1857|3|2|14|7
1858|7|7|4|4
1859|2|1|9|4.5
1860|8|9|2|
1861|10|1|45|4.5
1862|10|11|1|
1863|12|13|2|
1864|3|4|9|
1865|3|4|11|
1866|10|11|2|
1867|6|1|59|9.8333333333333
1868|12|8|7|1.4
1869|12|13|1|
1870|6|1|508|84.666666666667
1871|12|13|1|
1872|2|2|6|6
1873|9|10|2|
1874|9|1|14|1.5555555555556
1875|9|10|1|
1876|2|1|26|13
1877|12|13|1|
1878|10|8|7|2.3333333333333
1879|9|9|4|4
1880|5|6|8|
1881|5|6|7|
1882|8|4|43|8.6
1883|9|9|3|3
1884|8|9|5|
1885|9|8|4|2
1886|7|1|87|12.428571428571
1887|9|1|37|4.1111111111111
1888|6|6|14|14
1889|5|6|5|
1890|8|9|2|
1891|9|9|5|5
1892|10|10|3|3
1893|9|9|9|9
1894|9|5|11|2.2
1895|10|10|3|3
1896|12|9|8|2
1897|8|8|8|8
1898|9|2|44|5.5
1899|9|10|1|
1900|8|9|3|
1901|7|4|20|5
1902|9|9|4|4
1903|1|2|19|
1904|12|13|5|
1905|8|8|4|4
1906|7|8|4|
1907|12|13|5|
1908|10|2|37|4.1111111111111
1909|12|11|4|2
1910|9|10|1|
1911|3|4|6|
1912|7|7|5|5
1913|2|1|21|10.5
1914|7|7|5|5
1915|9|9|6|6
1916|5|3|43|14.333333333333
1917|7|6|4|2
1918|7|7|9|9
1919|8|8|3|3
1920|2|2|12|12
1921|7|7|4|4
1922|4|5|11|
1923|6|3|37|9.25
1924|8|8|3|3
1925|5|6|8|
1926|12|13|1|
1927|8|6|11|3.6666666666667
1928|12|13|1|
1929|9|8|13|6.5
1930|5|5|18|18
1931|10|8|15|5
1932|10|8|15|5
1933|4|4|9|9
1934|2|1|12|6
1935|2|3|5|
1936|10|10|2|2
1937|4|5|6|
1938|7|7|8|8
1939|10|10|2|2
1940|8|7|7|3.5
1941|8|1|72|9
1942|4|5|14|
1943|5|5|6|6
1944|4|5|10|
1945|2|2|7|7
1946|2|3|9|
1947|12|13|4|
1948|4|5|6|
1949|9|9|6|6
1950|7|7|16|16
1951|8|7|27|13.5
1952|7|6|21|10.5
1953|6|4|48|16
1954|3|1|146|48.666666666667
1955|6|2|55|11
1956|10|7|11|2.75
1957|1|1|24|24
1958|12|13|1|
1959|4|4|13|13
1960|10|10|6|6
1961|12|2|4|0.36363636363636
1962|6|6|10|10
1963|12|13|1|
1964|9|1|37|4.1111111111111
1965|3|1|47|15.666666666667
1966|8|8|12|12
1967|4|3|14|7
1968|4|4|10|10
1969|10|1|44|4.4
1970|6|6|5|5
1971|7|7|18|18
1972|6|7|6|
1973|2|2|11|11
1974|5|6|1|
1975|8|1|48|6
1976|2|2|13|13
1977|10|10|2|2
1978|4|5|7|
1979|6|4|7|2.3333333333333
1980|5|6|7|
1981|6|7|7|
1982|1|1|12|12
1983|7|7|4|4
1984|10|10|4|4
1985|9|8|15|7.5
1986|8|2|56|8
1987|7|7|7|7
1988|7|1|110|15.714285714286
1989|12|13|2|
1990|7|1|37|5.2857142857143
1991|8|9|2|
1992|6|6|8|8
1993|5|5|8|8
1994|4|1|48|12
1995|7|7|4|4
1996|4|3|29|14.5
1997|9|1|33|3.6666666666667
1998|7|7|6|6
1999|5|6|5|
2000|2|1|20|10
2001|3|1|22|7.3333333333333
2002|9|2|35|4.375
2003|2|3|13|
2004|4|1|127|31.75
2005|2|2|9|9
2006|7|8|4|
2007|1|1|52|52
2008|9|9|6|6
2009|7|6|6|3
2010|2|1|27|13.5
2011|9|8|8|4
2012|9|4|3|0.5
2013|6|6|4|4
2014|3|4|1|
2015|8|8|10|10
2016|8|7|19|9.5
2017|4|5|7|
2018|5|1|85|17
2019|7|7|8|8
2020|7|7|8|8
2021|8|9|1|
2022|8|8|2|2
2023|2|1|14|7
2024|10|10|2|2
2025|9|10|1|
2026|9|4|42|7
2027|2|1|14|7
2028|8|8|6|6
2029|12|13|2|
2030|12|13|1|
2031|1|1|14|14
2032|10|11|1|
2033|3|3|12|12
2034|4|5|8|
2035|1|1|45|45
2036|9|9|6|6
2037|6|3|4|1
2038|6|6|3|3
2039|8|4|28|5.6
2040|3|1|52|17.333333333333
2041|1|1|17|17
2042|9|10|1|
2043|12|4|23|2.5555555555556
2044|12|13|2|
2045|4|1|8|2
2046|1|1|16|16
2047|9|10|1|
2048|3|4|1|
2049|6|7|4|
2050|2|1|9|4.5
2051|9|9|3|3
2052|0|1|1|
2053|10|11|1|
2054|7|7|16|16
2055|2|3|9|
2056|2|1|12|6
2057|2|1|18|9
2058|10|11|1|
2059|10|11|1|
2060|10|11|1|
2061|7|3|13|2.6
2062|1|1|20|20
2063|9|5|20|4
2064|2|3|9|
2065|6|7|8|
2066|9|10|2|
2067|8|8|4|4
2068|10|11|1|
2069|7|7|6|6
2070|10|11|1|
2071|4|4|9|9
2072|7|7|8|8
2073|10|11|1|
2074|8|1|41|5.125
2075|3|2|20|10
2076|6|7|5|
2077|8|6|10|3.3333333333333
2078|5|6|6|
2079|7|7|8|8
2080|4|4|12|12
2081|6|5|7|3.5
2082|8|7|7|3.5
2083|5|1|87|17.4
2084|4|4|9|9
2085|9|8|6|3
2086|7|7|6|6
2087|10|11|1|
2088|3|2|28|14
2089|6|1|37|6.1666666666667
2090|9|5|16|3.2
2091|9|7|15|5
2092|12|13|1|
2093|10|8|5|1.6666666666667
2094|4|4|9|9
2095|5|5|6|6
2096|5|5|5|5
2097|10|11|1|
2098|4|5|16|
2099|1|2|2|
2100|12|13|7|
2101|5|1|67|13.4
2102|4|3|22|11
2103|0|1|10|
2104|8|7|11|5.5
2105|6|6|10|10
2106|10|10|4|4
2107|5|1|90|18
2108|8|6|14|4.6666666666667
2109|9|7|6|2
2110|5|5|6|6
2111|7|4|23|5.75
2112|10|10|2|2
2113|12|8|4|0.8
2114|8|5|5|1.25
2115|7|7|5|5
2116|10|11|1|
2117|4|5|12|
2118|7|7|4|4
2119|7|8|1|
2120|8|8|3|3
2121|3|3|6|6
2122|9|1|41|4.5555555555556
2123|6|6|6|6
2124|6|5|13|6.5
2125|7|7|4|4
2126|10|11|1|
2127|12|13|2|
2128|10|10|3|3
2129|5|5|6|6
2130|7|8|4|
2131|7|6|16|8
2132|9|10|2|
2133|1|1|15|15
2134|5|6|7|
2135|6|3|20|5
2136|4|5|6|
2137|12|10|4|1.3333333333333
2138|7|4|15|3.75
2139|3|4|12|
2140|5|5|3|3
2141|6|6|3|3
2142|8|7|8|4
2143|3|2|24|12
2144|6|1|13|2.1666666666667
2145|12|13|2|
2146|10|11|1|
2147|3|3|10|10
2148|4|1|20|5
2149|10|11|1|
2150|12|13|1|
2151|3|1|70|23.333333333333
2152|10|11|1|
2153|7|6|8|4
2154|6|4|20|6.6666666666667
2155|5|6|8|
2156|10|8|6|2
2157|4|5|3|
2158|5|6|6|
2159|2|1|12|6
2160|6|7|8|
2161|8|9|4|
2162|8|8|8|8
2163|12|10|6|2
2164|8|8|4|4
2165|12|13|1|
2166|5|1|38|7.6
2167|4|2|43|14.333333333333
2168|5|6|7|
2169|8|2|20|2.8571428571429
2170|7|8|5|
2171|5|6|7|
2172|1|1|26|26
2173|2|2|19|19
2174|3|1|93|31
2175|2|2|15|15
2176|10|8|5|1.6666666666667
2177|8|1|89|11.125
2178|10|6|6|1.2
2179|3|3|13|13
2180|7|6|8|4
2181|9|10|1|
2182|12|13|1|
2183|12|8|6|1.2
2184|9|9|4|4
2185|2|1|15|7.5
2186|8|8|10|10
2187|6|6|6|6
2188|12|13|2|
2189|6|6|10|10
2190|7|7|13|13
2191|8|1|33|4.125
2192|3|1|55|18.333333333333
2193|7|7|6|6
2194|6|6|12|12
2195|7|7|3|3
2196|9|8|3|1.5
2197|10|9|5|2.5
2198|0|1|1|
2199|9|4|6|1
2200|1|1|14|14
2201|7|8|5|
2202|3|1|94|31.333333333333
2203|6|7|14|
2204|4|4|10|10
2205|6|6|7|7
2206|5|6|6|
2207|1|1|12|12
2208|5|6|6|
2209|12|13|1|
2210|12|13|1|
2211|12|11|4|2
2212|3|2|31|15.5
2213|5|5|6|6
2214|5|5|10|10
2215|6|6|13|13
2216|8|7|24|12
2217|5|1|25|5
2218|5|6|8|
2219|4|1|84|21
2220|5|1|47|9.4
2221|12|13|6|
2222|8|8|15|15
2223|12|13|4|
2224|7|6|27|13.5
2225|7|7|5|5
2226|7|8|4|
2227|4|5|8|
2228|12|4|5|0.55555555555556
2229|9|8|3|1.5
2230|6|1|61|10.166666666667
2231|6|7|3|
2232|3|2|13|6.5
2233|6|5|19|9.5
2234|5|2|116|29
2235|6|6|4|4
2236|9|10|3|
2237|4|5|8|
2238|10|1|15|1.5
2239|4|1|36|9
2240|6|6|5|5
2241|7|2|72|12
2242|12|13|1|
2243|9|9|7|7
2244|1|1|21|21
2245|12|7|8|1.3333333333333
2246|4|4|9|9
2247|12|13|2|
2248|10|8|9|3
2249|0|1|14|
2250|5|6|5|
2251|8|2|4|0.57142857142857
2252|12|13|1|
2253|4|5|8|
2254|4|2|19|6.3333333333333
2255|6|6|4|4
2256|3|1|58|19.333333333333
2257|5|6|5|
2258|6|6|8|8
2259|5|5|15|15
2260|8|9|2|
2261|8|8|2|2
2262|1|2|14|
2263|7|1|35|5
2264|9|7|7|2.3333333333333
2265|7|7|11|11
2266|9|10|1|
2267|1|1|19|19
2268|8|8|7|7
2269|9|10|1|
2270|9|9|5|5
2271|10|10|6|6
2272|9|9|8|8
2273|10|6|13|2.6
2274|4|4|11|11
2275|0|1|11|
2276|8|9|11|
2277|6|7|9|
2278|2|1|63|31.5
2279|1|2|1|
2280|6|4|15|5
2281|4|2|19|6.3333333333333
2282|10|11|1|
2283|9|9|4|4
2284|5|5|24|24
2285|7|7|7|7
2286|10|1|2|0.2
2287|12|4|5|0.55555555555556
2288|9|10|3|
2289|6|6|3|3
2290|5|6|12|
2291|4|2|36|12
2292|12|13|1|
2293|6|2|13|2.6
2294|4|1|55|13.75
2295|3|1|47|15.666666666667
2296|8|3|39|6.5
2297|9|8|2|1
2298|5|4|11|5.5
2299|12|13|1|
2300|3|1|56|18.666666666667
2301|5|1|18|3.6
2302|7|7|12|12
2303|5|6|6|
2304|7|8|9|
2305|9|8|2|1
2306|9|10|1|
2307|6|6|8|8
2308|9|10|1|
2309|6|6|4|4
2310|6|4|92|30.666666666667
2311|6|6|5|5
2312|5|5|9|9
2313|6|6|8|8
2314|7|7|7|7
2315|4|4|7|7
2316|10|8|28|9.3333333333333
2317|0|1|6|
2318|9|9|5|5
2319|4|2|21|7
2320|6|2|44|8.8
2321|5|6|7|
2322|6|6|4|4
2323|7|7|6|6
2324|1|1|19|19
2325|5|5|20|20
2326|4|5|9|
2327|6|7|3|
2328|12|13|1|
2329|6|5|30|15
2330|9|10|3|
2331|3|3|14|14
2332|7|7|8|8
2333|5|6|5|
2334|5|5|5|5
2335|8|8|4|4
2336|12|13|1|
2337|5|5|7|7
2338|12|13|2|
2339|12|1|62|5.1666666666667
2340|9|1|33|3.6666666666667
2341|5|6|6|
2342|4|5|3|
2343|7|7|5|5
2344|9|10|1|
2345|6|4|10|3.3333333333333
2346|8|8|2|2
2347|9|9|3|3
2348|4|5|12|
2349|5|6|9|
2350|9|7|12|4
2351|5|4|20|10
2352|9|8|7|3.5
2353|5|6|4|
2354|5|5|8|8
2355|1|1|27|27
2356|2|1|15|7.5
2357|5|4|14|7
2358|10|11|1|
2359|9|8|6|3
2360|2|3|10|
2361|8|8|5|5
2362|10|11|1|
2363|9|1|74|8.2222222222222
2364|10|11|2|
2365|5|5|12|12
2366|4|5|11|
2367|6|7|4|
2368|5|5|7|7
2369|4|5|3|
2370|9|1|49|5.4444444444444
2371|6|4|16|5.3333333333333
2372|1|1|15|15
2373|7|8|5|
2374|3|1|37|12.333333333333
2375|9|8|6|3
2376|12|13|1|
2377|5|3|7|2.3333333333333
2378|5|6|7|
2379|12|9|14|3.5
2380|7|1|104|14.857142857143
2381|10|11|1|
2382|5|5|7|7
2383|9|10|1|
2384|8|9|5|
2385|9|9|3|3
2386|4|4|18|18
2387|9|8|7|3.5
2388|3|1|15|5
2389|6|1|60|10
2390|1|1|7|7
2391|9|4|11|1.8333333333333
2392|12|13|1|
2393|9|5|38|7.6
2394|10|5|27|4.5
2395|3|3|12|12
2396|4|4|15|15
2397|10|9|4|2
2398|10|11|1|
2399|9|10|1|
2400|2|2|14|14
2401|6|7|1|
2402|9|8|7|3.5
2403|4|4|7|7
2404|10|10|2|2
2405|10|11|1|
2406|3|3|9|9
2407|9|9|4|4
2408|9|9|4|4
2409|0|1|9|
2410|8|8|11|11
2411|6|1|18|3
2412|6|7|3|
2413|7|4|50|12.5
2414|1|1|14|14
2415|7|4|23|5.75
2416|9|9|7|7
2417|5|6|8|
2418|9|10|1|
2419|9|10|2|
2420|2|1|20|10
2421|12|13|1|
2422|9|3|53|7.5714285714286
2423|7|3|11|2.2
2424|7|1|40|5.7142857142857
2425|9|10|1|
2426|0|1|1|
2427|4|4|7|7
2428|12|13|1|
2429|9|10|1|
2430|5|6|4|
2431|1|1|24|24
2432|6|1|21|3.5
2433|6|6|5|5
2434|4|5|4|
2435|12|8|5|1
2436|9|9|2|2
2437|5|2|18|4.5
2438|9|9|2|2
2439|9|9|5|5
2440|12|13|1|
